level,proficiency,able,strength,con,wis,dex,intelligence,cha,hd,hp,ac,initiative,healing_spells,buff_spells,attack_bonus,weapon_damage,winrate
2.0,0.0,0.0,0.0,2.0,8.0,-2.0,-4.0,-8.0,1.0,20.0,0.0,-1.0,0.0,0.0,-1.0,-5.0,0.074
-2.0,0.0,0.0,0.0,4.0,8.0,10.0,5.0,0.0,2.0,9.0,4.0,5.0,0.0,0.0,0.0,-11.0,0.191
0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,-7.0,-7.0,-1.0,-25.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.214
0.0,0.0,0.0,0.0,0.0,2.0,3.0,-5.0,-10.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,2.0,0.995
-1.0,0.0,0.0,1.0,-3.0,0.0,3.0,3.0,3.0,-2.0,-37.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.115
0.0,0.0,0.0,-6.0,0.0,2.0,-1.0,9.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,-2.0,-4.0,0.007
2.0,0.0,0.0,0.0,4.0,6.0,1.0,3.0,2.0,2.0,21.0,-2.0,0.0,0.0,0.0,0.0,-4.0,0.268
0.0,0.0,0.0,-1.0,-2.0,3.0,2.0,3.0,1.0,-1.0,20.0,7.0,1.0,0.0,0.0,-1.0,-2.0,0.955
-2.0,0.0,0.0,2.0,-1.0,3.0,-2.0,-2.0,-3.0,0.0,19.0,0.0,-1.0,0.0,0.0,-1.0,-2.0,0.409
-1.0,0.0,0.0,6.0,-3.0,1.0,-6.0,-1.0,-8.0,-1.0,-14.0,-4.0,-3.0,0.0,0.0,0.0,4.0,0.303
1.0,0.0,0.0,-1.0,-1.0,-1.0,-4.0,1.0,2.0,0.0,-17.0,1.0,-2.0,0.0,0.0,0.0,2.0,0.541
0.0,0.0,0.0,-4.0,0.0,0.0,4.0,9.0,-4.0,0.0,-1.0,-11.0,2.0,0.0,0.0,0.0,-11.0,0.0
0.0,0.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,0.0,-1.0,-22.0,0.0,-1.0,0.0,0.0,-1.0,-5.0,0.0
-1.0,0.0,0.0,5.0,-1.0,3.0,1.0,1.0,-4.0,-1.0,-21.0,3.0,1.0,0.0,0.0,1.0,-2.0,0.468
0.0,0.0,0.0,-1.0,-4.0,-6.0,8.0,6.0,9.0,-2.0,-33.0,0.0,4.0,0.0,0.0,4.0,2.0,0.917
0.0,0.0,0.0,5.0,2.0,4.0,1.0,2.0,-1.0,1.0,-3.0,3.0,0.0,0.0,0.0,0.0,-8.0,0.153
-2.0,-1.0,0.0,0.0,-6.0,-4.0,-6.0,6.0,1.0,-3.0,-85.0,0.0,-3.0,0.0,0.0,0.0,2.0,0.028
-2.0,0.0,0.0,-4.0,-6.0,-3.0,0.0,0.0,8.0,-3.0,-52.0,1.0,0.0,0.0,0.0,-2.0,-4.0,0.017
-1.0,0.0,0.0,10.0,4.0,4.0,-3.0,-12.0,-2.0,2.0,72.0,4.0,-2.0,0.0,0.0,0.0,-3.0,0.998
-2.0,0.0,0.0,4.0,-1.0,0.0,6.0,-7.0,10.0,0.0,6.0,3.0,3.0,0.0,0.0,3.0,4.0,1.0
0.0,0.0,0.0,-4.0,-4.0,-7.0,-4.0,0.0,5.0,-2.0,-31.0,1.0,-2.0,0.0,0.0,-2.0,-6.0,0.012
2.0,0.0,0.0,4.0,2.0,0.0,8.0,-2.0,0.0,1.0,6.0,7.0,4.0,0.0,0.0,4.0,7.0,1.0
0.0,0.0,0.0,-7.0,-4.0,11.0,-2.0,0.0,3.0,-2.0,-12.0,-2.0,-1.0,0.0,0.0,-1.0,-5.0,0.0
-1.0,0.0,0.0,5.0,1.0,0.0,-2.0,6.0,3.0,0.0,9.0,-3.0,-1.0,0.0,0.0,-1.0,-4.0,0.042
3.0,1.0,0.0,11.0,1.0,4.0,3.0,-2.0,-10.0,0.0,37.0,0.0,1.0,0.0,0.0,2.0,2.0,0.998
1.0,1.0,0.0,11.0,-1.0,9.0,0.0,-8.0,1.0,0.0,27.0,-2.0,0.0,0.0,0.0,2.0,2.0,0.996
-1.0,0.0,0.0,1.0,-2.0,5.0,8.0,8.0,0.0,-1.0,-13.0,7.0,4.0,0.0,0.0,0.0,-4.0,0.753
-2.0,0.0,0.0,2.0,-4.0,12.0,-4.0,3.0,-6.0,-2.0,-38.0,2.0,-2.0,0.0,0.0,-2.0,2.0,0.107
-3.0,-1.0,0.0,4.0,5.0,-6.0,9.0,5.0,-5.0,2.0,40.0,0.0,4.0,0.0,0.0,2.0,4.0,0.975
0.0,0.0,0.0,0.0,-4.0,-2.0,2.0,2.0,4.0,-2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.791
-1.0,0.0,0.0,2.0,-4.0,-8.0,3.0,0.0,11.0,-2.0,-37.0,2.0,1.0,0.0,0.0,1.0,-2.0,0.205
1.0,0.0,0.0,12.0,0.0,-5.0,-2.0,-2.0,1.0,0.0,20.0,6.0,-1.0,0.0,0.0,4.0,0.0,1.0
-2.0,0.0,0.0,8.0,2.0,-3.0,1.0,-7.0,1.0,1.0,12.0,2.0,1.0,0.0,0.0,4.0,0.0,0.99
-1.0,-1.0,0.0,14.0,5.0,2.0,2.0,-12.0,5.0,3.0,69.0,3.0,1.0,0.0,0.0,3.0,-3.0,1.0
1.0,0.0,0.0,-5.0,-2.0,-8.0,2.0,-1.0,6.0,-1.0,-5.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.348
-1.0,0.0,0.0,-5.0,1.0,2.0,2.0,1.0,2.0,1.0,-21.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.121
0.0,0.0,0.0,-1.0,-4.0,0.0,2.0,3.0,0.0,-2.0,-54.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.033
-1.0,0.0,0.0,2.0,-1.0,9.0,5.0,0.0,-2.0,-1.0,6.0,-1.0,3.0,0.0,0.0,3.0,4.0,0.991
-2.0,0.0,0.0,7.0,-4.0,2.0,6.0,0.0,2.0,-2.0,-21.0,3.0,3.0,0.0,0.0,3.0,4.0,0.99
1.0,1.0,0.0,10.0,2.0,0.0,3.0,-9.0,6.0,1.0,55.0,12.0,2.0,0.0,0.0,2.0,7.0,1.0
0.0,0.0,0.0,-2.0,2.0,8.0,10.0,6.0,-4.0,1.0,50.0,4.0,5.0,0.0,0.0,1.0,-6.0,0.935
0.0,0.0,0.0,-4.0,-6.0,-6.0,8.0,4.0,3.0,-3.0,-26.0,-3.0,4.0,0.0,0.0,3.0,0.0,0.385
0.0,0.0,0.0,8.0,0.0,-10.0,-2.0,-3.0,10.0,0.0,21.0,6.0,-1.0,0.0,0.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,-8.0,4.0,2.0,0.0,-6.0,-4.0,-31.0,0.0,1.0,0.0,0.0,1.0,2.0,0.298
2.0,0.0,0.0,4.0,-4.0,-2.0,0.0,2.0,2.0,-2.0,-20.0,1.0,0.0,0.0,0.0,0.0,2.0,0.406
0.0,0.0,0.0,-3.0,3.0,4.0,2.0,1.0,5.0,2.0,116.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0
2.0,0.0,0.0,-1.0,-2.0,2.0,-7.0,-3.0,3.0,-1.0,-6.0,-5.0,-4.0,0.0,0.0,-4.0,0.0,0.011
0.0,0.0,0.0,-11.0,2.0,-7.0,2.0,2.0,10.0,1.0,18.0,-5.0,1.0,0.0,0.0,-3.0,-4.0,0.0
-2.0,0.0,0.0,-3.0,-5.0,2.0,4.0,6.0,18.0,-3.0,-50.0,3.0,2.0,0.0,0.0,-2.0,-2.0,0.016
0.0,0.0,0.0,10.0,6.0,0.0,2.0,4.0,6.0,3.0,29.0,6.0,1.0,0.0,0.0,1.0,0.0,0.996
1.0,0.0,0.0,0.0,6.0,-2.0,-5.0,4.0,-1.0,3.0,48.0,-6.0,-3.0,0.0,0.0,0.0,4.0,0.87
-1.0,0.0,0.0,-1.0,1.0,8.0,6.0,-2.0,8.0,1.0,-16.0,-1.0,3.0,0.0,0.0,1.0,0.0,0.381
2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,60.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,5.0,-4.0,1.0,-2.0,1.0,-3.0,-2.0,-4.0,3.0,-1.0,0.0,0.0,-1.0,-2.0,0.345
0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,4.0,2.0,-1.0,-24.0,0.0,-1.0,0.0,0.0,-1.0,2.0,0.178
-2.0,0.0,0.0,2.0,0.0,-6.0,-4.0,-4.0,-3.0,0.0,-9.0,7.0,-2.0,0.0,0.0,1.0,2.0,0.993
0.0,0.0,0.0,12.0,5.0,-2.0,-5.0,8.0,8.0,3.0,61.0,-5.0,-3.0,0.0,0.0,0.0,11.0,1.0
1.0,0.0,0.0,-3.0,-4.0,-10.0,2.0,-4.0,0.0,-2.0,-29.0,-5.0,1.0,0.0,0.0,1.0,0.0,0.059
0.0,0.0,0.0,-6.0,2.0,4.0,0.0,5.0,-6.0,1.0,-5.0,-2.0,0.0,0.0,0.0,-2.0,-4.0,0.0
0.0,0.0,0.0,-5.0,1.0,4.0,6.0,3.0,5.0,1.0,68.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0
0.0,0.0,0.0,2.0,-4.0,0.0,-11.0,-8.0,-3.0,-2.0,-39.0,2.0,-5.0,0.0,0.0,-4.0,2.0,0.021
3.0,1.0,0.0,9.0,-1.0,6.0,6.0,2.0,-6.0,-1.0,22.0,-2.0,3.0,0.0,0.0,4.0,-7.0,0.796
-2.0,0.0,0.0,-2.0,-2.0,6.0,4.0,-2.0,-8.0,-1.0,-22.0,3.0,2.0,0.0,0.0,2.0,-2.0,0.598
2.0,0.0,0.0,10.0,2.0,4.0,-2.0,0.0,-9.0,1.0,60.0,4.0,-1.0,0.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,2.0,3.0,2.0,-1.0,-5.0,-4.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.861
0.0,0.0,0.0,9.0,-1.0,-3.0,-7.0,-3.0,0.0,0.0,6.0,-3.0,-4.0,0.0,0.0,-1.0,0.0,0.27
2.0,0.0,0.0,-1.0,0.0,2.0,2.0,-4.0,1.0,0.0,20.0,2.0,1.0,0.0,0.0,1.0,-2.0,0.878
-1.0,0.0,0.0,1.0,0.0,-7.0,-7.0,-4.0,-1.0,0.0,-8.0,3.0,-3.0,0.0,0.0,-2.0,-2.0,0.203
1.0,0.0,0.0,3.0,3.0,-4.0,-2.0,-5.0,3.0,2.0,48.0,1.0,-1.0,0.0,0.0,0.0,2.0,0.979
0.0,0.0,0.0,7.0,8.0,0.0,0.0,-7.0,-1.0,4.0,64.0,5.0,0.0,0.0,0.0,0.0,-3.0,0.997
-1.0,-1.0,0.0,10.0,4.0,-2.0,3.0,-3.0,-11.0,2.0,19.0,4.0,1.0,0.0,0.0,3.0,8.0,1.0
2.0,1.0,0.0,17.0,3.0,1.0,0.0,1.0,6.0,2.0,60.0,6.0,0.0,0.0,0.0,3.0,4.0,1.0
-2.0,0.0,0.0,5.0,-6.0,-3.0,-1.0,3.0,5.0,-3.0,-40.0,-2.0,-1.0,0.0,0.0,-1.0,4.0,0.069
-1.0,0.0,0.0,-3.0,-2.0,-2.0,9.0,0.0,6.0,-1.0,-20.0,1.0,5.0,0.0,0.0,3.0,2.0,0.916
-1.0,0.0,0.0,7.0,-2.0,2.0,-5.0,5.0,6.0,-1.0,2.0,-2.0,-3.0,0.0,0.0,1.0,0.0,0.524
-1.0,0.0,0.0,-4.0,-2.0,-4.0,-3.0,0.0,12.0,-1.0,-21.0,-1.0,-1.0,0.0,0.0,-1.0,2.0,0.185
0.0,0.0,0.0,3.0,-4.0,3.0,4.0,-1.0,-8.0,-2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.993
-1.0,0.0,0.0,-1.0,-4.0,-3.0,-2.0,2.0,1.0,-2.0,-17.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.079
-1.0,0.0,0.0,0.0,-1.0,3.0,2.0,3.0,3.0,-1.0,-65.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.019
-1.0,-1.0,0.0,-1.0,-2.0,12.0,-1.0,6.0,7.0,-1.0,-48.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0
1.0,0.0,0.0,-2.0,-3.0,6.0,4.0,0.0,-12.0,-2.0,-12.0,4.0,2.0,0.0,0.0,2.0,-5.0,0.497
0.0,0.0,0.0,4.0,-3.0,-1.0,0.0,1.0,9.0,-2.0,-18.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.263
-3.0,-1.0,0.0,0.0,-4.0,-1.0,0.0,2.0,10.0,-2.0,-53.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.005
0.0,0.0,0.0,2.0,2.0,6.0,12.0,4.0,0.0,1.0,33.0,6.0,6.0,0.0,0.0,1.0,0.0,0.992
-2.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,-1.0,0.0,-14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.564
0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,-9.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.371
0.0,0.0,0.0,7.0,1.0,4.0,4.0,-4.0,3.0,0.0,43.0,5.0,2.0,0.0,0.0,2.0,5.0,1.0
1.0,0.0,0.0,5.0,0.0,2.0,5.0,-10.0,0.0,0.0,33.0,3.0,3.0,0.0,0.0,3.0,5.0,1.0
0.0,0.0,0.0,-3.0,-2.0,2.0,6.0,9.0,1.0,-1.0,-32.0,1.0,3.0,0.0,0.0,3.0,0.0,0.829
2.0,0.0,0.0,2.0,0.0,-7.0,-10.0,-8.0,7.0,0.0,3.0,-1.0,-5.0,0.0,0.0,-2.0,2.0,0.262
2.0,0.0,0.0,7.0,3.0,-1.0,0.0,-1.0,-4.0,2.0,36.0,5.0,0.0,0.0,0.0,2.0,8.0,1.0
3.0,1.0,0.0,-6.0,-1.0,2.0,5.0,1.0,2.0,-1.0,-3.0,-4.0,2.0,0.0,0.0,-2.0,-2.0,0.039
0.0,0.0,0.0,-4.0,2.0,-11.0,5.0,5.0,8.0,1.0,15.0,1.0,2.0,0.0,0.0,2.0,-5.0,0.546
2.0,0.0,0.0,0.0,-3.0,-6.0,-4.0,-1.0,0.0,-1.0,4.0,-7.0,-2.0,0.0,0.0,0.0,2.0,0.253
1.0,0.0,0.0,-7.0,-1.0,3.0,5.0,3.0,7.0,-1.0,-13.0,0.0,2.0,0.0,0.0,-1.0,-6.0,0.053
0.0,0.0,0.0,8.0,6.0,-5.0,-4.0,-2.0,2.0,3.0,41.0,5.0,-2.0,0.0,0.0,4.0,11.0,1.0
0.0,0.0,0.0,-1.0,-4.0,-2.0,11.0,2.0,-4.0,-2.0,-13.0,-5.0,5.0,0.0,0.0,1.0,0.0,0.146
2.0,0.0,0.0,2.0,0.0,4.0,-1.0,5.0,12.0,0.0,48.0,3.0,-1.0,0.0,0.0,1.0,-4.0,0.93
0.0,0.0,0.0,2.0,1.0,1.0,-2.0,-6.0,9.0,1.0,5.0,-1.0,-1.0,0.0,0.0,-1.0,3.0,0.78
-1.0,0.0,0.0,9.0,0.0,-1.0,-6.0,1.0,1.0,0.0,-67.0,-2.0,-3.0,0.0,0.0,-1.0,-6.0,0.0
0.0,0.0,0.0,-3.0,-2.0,1.0,-3.0,9.0,4.0,-1.0,5.0,-4.0,-1.0,0.0,0.0,-1.0,-5.0,0.0
0.0,0.0,0.0,10.0,0.0,0.0,0.0,-10.0,-2.0,0.0,14.0,-3.0,0.0,0.0,0.0,2.0,4.0,0.932
2.0,1.0,0.0,6.0,1.0,3.0,0.0,8.0,0.0,0.0,15.0,-1.0,0.0,0.0,0.0,0.0,-7.0,0.041
-2.0,0.0,0.0,5.0,2.0,-5.0,-12.0,-6.0,-1.0,1.0,-1.0,3.0,-6.0,0.0,0.0,-2.0,2.0,0.604
1.0,0.0,0.0,-6.0,3.0,-1.0,-1.0,3.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,-2.0,-8.0,0.028
-1.0,-1.0,0.0,11.0,1.0,1.0,-5.0,-4.0,3.0,1.0,7.0,4.0,-3.0,0.0,0.0,1.0,2.0,0.966
0.0,0.0,0.0,1.0,0.0,-7.0,-8.0,0.0,5.0,0.0,0.0,-4.0,-4.0,0.0,0.0,-4.0,4.0,0.057
-2.0,0.0,0.0,3.0,1.0,-2.0,-8.0,-2.0,-5.0,0.0,-3.0,4.0,-4.0,0.0,0.0,-2.0,-2.0,0.365
0.0,0.0,0.0,2.0,2.0,-6.0,0.0,-3.0,6.0,1.0,35.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0
0.0,0.0,0.0,-7.0,3.0,-1.0,2.0,4.0,10.0,2.0,61.0,-1.0,1.0,0.0,0.0,-3.0,7.0,0.958
0.0,0.0,0.0,-7.0,-3.0,-8.0,4.0,1.0,6.0,-1.0,-23.0,4.0,2.0,0.0,0.0,0.0,-4.0,0.113
0.0,0.0,0.0,-3.0,1.0,4.0,5.0,-2.0,1.0,0.0,-18.0,-3.0,2.0,0.0,0.0,-1.0,-4.0,0.002
-2.0,0.0,0.0,-2.0,8.0,-2.0,0.0,-4.0,8.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
-1.0,0.0,0.0,2.0,1.0,-1.0,6.0,0.0,2.0,1.0,-37.0,0.0,3.0,0.0,0.0,1.0,6.0,0.682
-1.0,-1.0,0.0,-1.0,1.0,-8.0,2.0,1.0,-2.0,0.0,-7.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.409
3.0,1.0,0.0,18.0,0.0,2.0,1.0,-10.0,0.0,0.0,52.0,9.0,1.0,0.0,0.0,6.0,0.0,1.0
-2.0,0.0,0.0,8.0,2.0,-4.0,-6.0,-5.0,-10.0,1.0,0.0,1.0,-3.0,0.0,0.0,1.0,2.0,0.829
0.0,0.0,0.0,12.0,5.0,2.0,-4.0,-10.0,-4.0,2.0,34.0,5.0,-2.0,0.0,0.0,2.0,6.0,1.0
1.0,0.0,0.0,-13.0,-5.0,2.0,7.0,11.0,1.0,-3.0,-26.0,-2.0,4.0,0.0,0.0,-1.0,-6.0,0.009
0.0,0.0,0.0,9.0,1.0,-4.0,-2.0,-5.0,0.0,1.0,25.0,10.0,-1.0,0.0,0.0,3.0,7.0,1.0
-2.0,0.0,0.0,2.0,2.0,5.0,-6.0,1.0,6.0,1.0,7.0,-3.0,-3.0,0.0,0.0,-3.0,-2.0,0.001
1.0,0.0,0.0,7.0,0.0,-1.0,-7.0,-6.0,-10.0,0.0,49.0,3.0,-4.0,0.0,0.0,-1.0,4.0,0.969
2.0,0.0,0.0,-4.0,2.0,0.0,-7.0,1.0,2.0,1.0,30.0,3.0,-3.0,0.0,0.0,-2.0,-4.0,0.588
-1.0,-1.0,0.0,-1.0,-1.0,9.0,-4.0,-4.0,-2.0,0.0,-4.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.068
0.0,0.0,0.0,-4.0,-1.0,3.0,1.0,3.0,1.0,-1.0,26.0,-3.0,1.0,0.0,0.0,-2.0,-4.0,0.05
-1.0,0.0,0.0,-2.0,0.0,-3.0,1.0,-3.0,-4.0,0.0,-14.0,1.0,1.0,0.0,0.0,1.0,-2.0,0.354
1.0,0.0,0.0,10.0,0.0,4.0,-2.0,2.0,-10.0,0.0,51.0,4.0,-1.0,0.0,0.0,2.0,2.0,1.0
-2.0,0.0,0.0,0.0,2.0,-1.0,4.0,6.0,-5.0,1.0,-15.0,3.0,2.0,0.0,0.0,2.0,0.0,0.773
-2.0,0.0,0.0,-3.0,-1.0,-6.0,-9.0,0.0,8.0,0.0,-15.0,3.0,-4.0,0.0,0.0,-3.0,-2.0,0.071
0.0,0.0,0.0,-6.0,2.0,4.0,4.0,-3.0,10.0,1.0,20.0,1.0,2.0,0.0,0.0,-1.0,-2.0,0.574
3.0,1.0,0.0,4.0,0.0,0.0,4.0,-3.0,-1.0,0.0,47.0,-2.0,2.0,0.0,0.0,2.0,-2.0,0.902
0.0,0.0,0.0,-9.0,0.0,-2.0,-1.0,-1.0,-1.0,0.0,8.0,-3.0,-1.0,0.0,0.0,-2.0,2.0,0.086
0.0,0.0,0.0,2.0,3.0,0.0,-2.0,-4.0,7.0,2.0,28.0,3.0,-1.0,0.0,0.0,-1.0,4.0,0.96
-1.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,-1.0,2.0,23.0,2.0,1.0,0.0,0.0,1.0,-2.0,0.877
0.0,0.0,0.0,1.0,2.0,1.0,-2.0,2.0,-1.0,1.0,30.0,2.0,-1.0,0.0,0.0,0.0,-2.0,0.813
-2.0,0.0,0.0,11.0,1.0,-4.0,-6.0,3.0,3.0,1.0,32.0,-3.0,-3.0,0.0,0.0,0.0,7.0,0.984
2.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,8.0,0.0,21.0,2.0,3.0,0.0,0.0,3.0,-6.0,0.852
0.0,0.0,0.0,-4.0,0.0,-2.0,2.0,-4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73
0.0,0.0,0.0,0.0,2.0,-1.0,1.0,2.0,-2.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.212
-1.0,0.0,0.0,-8.0,-4.0,4.0,12.0,0.0,-7.0,-2.0,-21.0,-7.0,6.0,0.0,0.0,2.0,2.0,0.111
0.0,0.0,0.0,-2.0,-6.0,0.0,-4.0,1.0,-7.0,-3.0,-19.0,2.0,-2.0,0.0,0.0,-2.0,-2.0,0.085
0.0,0.0,0.0,-5.0,1.0,-2.0,6.0,-2.0,2.0,1.0,-40.0,-6.0,3.0,0.0,0.0,-1.0,2.0,0.007
1.0,1.0,0.0,-8.0,-2.0,3.0,8.0,2.0,10.0,-1.0,32.0,-3.0,4.0,0.0,0.0,-2.0,0.0,0.261
-1.0,0.0,0.0,8.0,4.0,-4.0,-2.0,-4.0,5.0,2.0,33.0,2.0,-1.0,0.0,0.0,1.0,7.0,1.0
2.0,0.0,0.0,10.0,2.0,-2.0,-5.0,-2.0,4.0,1.0,46.0,-3.0,-3.0,0.0,0.0,0.0,4.0,0.897
-3.0,-1.0,0.0,-5.0,-2.0,0.0,6.0,13.0,3.0,-1.0,-62.0,-6.0,3.0,0.0,0.0,1.0,-5.0,0.0
1.0,0.0,0.0,1.0,4.0,-6.0,-2.0,2.0,-2.0,2.0,3.0,1.0,-1.0,0.0,0.0,1.0,2.0,0.91
0.0,0.0,0.0,-5.0,-2.0,6.0,-4.0,-3.0,0.0,-1.0,-24.0,-5.0,-2.0,0.0,0.0,-2.0,-2.0,0.0
-1.0,0.0,0.0,2.0,5.0,5.0,0.0,-4.0,-7.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
2.0,0.0,0.0,8.0,2.0,-8.0,-12.0,-4.0,2.0,1.0,-10.0,1.0,-6.0,0.0,0.0,-1.0,6.0,0.704
-3.0,-1.0,0.0,2.0,4.0,-8.0,-4.0,1.0,4.0,2.0,1.0,0.0,-2.0,0.0,0.0,1.0,2.0,0.716
0.0,0.0,0.0,4.0,0.0,10.0,-2.0,-2.0,-7.0,0.0,10.0,9.0,-1.0,0.0,0.0,0.0,4.0,1.0
0.0,0.0,0.0,2.0,2.0,4.0,-10.0,2.0,1.0,1.0,7.0,2.0,-5.0,0.0,0.0,-4.0,2.0,0.254
2.0,1.0,0.0,11.0,6.0,4.0,4.0,-4.0,-9.0,3.0,92.0,0.0,2.0,0.0,0.0,2.0,-2.0,0.999
-1.0,0.0,0.0,-2.0,-3.0,-9.0,8.0,5.0,1.0,-2.0,-46.0,4.0,4.0,0.0,0.0,4.0,2.0,0.949
0.0,0.0,0.0,-1.0,1.0,-4.0,6.0,-5.0,-2.0,1.0,29.0,4.0,3.0,0.0,0.0,3.0,5.0,1.0
-1.0,0.0,0.0,4.0,1.0,-3.0,-2.0,0.0,-1.0,0.0,21.0,1.0,-1.0,0.0,0.0,-1.0,6.0,0.899
3.0,1.0,0.0,-4.0,-2.0,8.0,-4.0,2.0,1.0,-1.0,-24.0,5.0,-2.0,0.0,0.0,-2.0,-4.0,0.194
0.0,0.0,0.0,3.0,-1.0,-3.0,8.0,5.0,19.0,-1.0,-19.0,-2.0,4.0,0.0,0.0,1.0,-4.0,0.109
-2.0,0.0,0.0,-8.0,0.0,1.0,6.0,0.0,1.0,0.0,8.0,-2.0,3.0,0.0,0.0,1.0,2.0,0.703
-1.0,0.0,0.0,5.0,-1.0,6.0,9.0,-7.0,2.0,0.0,14.0,11.0,5.0,0.0,0.0,5.0,7.0,1.0
-2.0,0.0,0.0,-6.0,-5.0,2.0,-6.0,-4.0,0.0,-2.0,-55.0,-6.0,-3.0,0.0,0.0,-3.0,0.0,0.0
-2.0,0.0,0.0,-1.0,-5.0,-3.0,8.0,0.0,-8.0,-2.0,-50.0,-3.0,4.0,0.0,0.0,1.0,7.0,0.673
-1.0,0.0,0.0,6.0,4.0,-6.0,-12.0,-11.0,0.0,2.0,-10.0,-5.0,-6.0,0.0,0.0,-1.0,0.0,0.056
0.0,0.0,0.0,7.0,2.0,-4.0,-6.0,2.0,3.0,1.0,53.0,-3.0,-3.0,0.0,0.0,0.0,7.0,0.999
0.0,0.0,0.0,-12.0,-4.0,2.0,6.0,2.0,1.0,-2.0,-44.0,3.0,3.0,0.0,0.0,0.0,-6.0,0.059
2.0,0.0,0.0,4.0,1.0,-9.0,-12.0,-3.0,8.0,1.0,17.0,-3.0,-6.0,0.0,0.0,-2.0,6.0,0.537
0.0,0.0,0.0,4.0,4.0,-6.0,6.0,0.0,9.0,2.0,35.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0
-1.0,0.0,0.0,0.0,-2.0,-2.0,-10.0,11.0,-2.0,-1.0,-41.0,-5.0,-5.0,0.0,0.0,-5.0,-2.0,0.0
-2.0,0.0,0.0,2.0,-3.0,-4.0,0.0,-1.0,3.0,-1.0,-39.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.165
1.0,0.0,0.0,8.0,5.0,1.0,-5.0,0.0,0.0,2.0,-9.0,4.0,-3.0,0.0,0.0,-1.0,2.0,0.729
-2.0,0.0,0.0,-9.0,3.0,3.0,13.0,2.0,1.0,2.0,-2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.46
2.0,0.0,0.0,1.0,-1.0,1.0,7.0,6.0,-1.0,0.0,7.0,4.0,4.0,0.0,0.0,4.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,-8.0,-6.0,2.0,-3.0,0.0,0.0,2.0,-3.0,0.0,0.0,-1.0,2.0,0.679
-2.0,-1.0,0.0,3.0,1.0,-7.0,-5.0,0.0,-3.0,1.0,7.0,-1.0,-2.0,0.0,0.0,1.0,2.0,0.704
1.0,0.0,0.0,6.0,2.0,2.0,-1.0,1.0,-10.0,1.0,25.0,2.0,-1.0,0.0,0.0,1.0,-6.0,0.679
3.0,1.0,0.0,-1.0,-1.0,2.0,3.0,-3.0,0.0,-1.0,13.0,0.0,1.0,0.0,0.0,-1.0,-4.0,0.265
0.0,0.0,0.0,8.0,6.0,2.0,0.0,6.0,3.0,3.0,52.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.94
2.0,0.0,0.0,-3.0,2.0,-2.0,-4.0,-4.0,6.0,1.0,2.0,3.0,-2.0,0.0,0.0,-2.0,2.0,0.628
2.0,1.0,0.0,7.0,1.0,-2.0,3.0,-5.0,2.0,1.0,15.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0
